レベル1,レベル2,レベル3,レベル4,フィールド,フィールド詳細
いつもあなたは、言葉をお濁しになってばかりいらっしゃるんですから。,いつもあなたは、言葉をお濁しになってばかりなんですから。,いつもあなたは、言葉を濁してばかりなんですから。,いっつもあなたは、言葉を濁してばっかりなんだから。,態度,口振り
けっしてお怒りのご口調ではございませんでした。,けっしてお怒りのご口調ではありませんでしたよ。,全然、怒りの口調ではなかったですよ。,全然、怒りの口調ではなかったよ。,態度,口振り
クラス会ではお国言葉が飛び交って、賑やかでございましたね。,クラス会ではお国言葉が飛び交って、賑やかでしたね。,クラス会ではお国言葉が飛び交って、賑やかでしたね。,クラス会ではお国言葉が飛び交って、賑やかだったよ。,態度,口振り
差し支えなければ、私が相手をさせていただきます。,よろしければ、私がお相手をいたしましょう,よかったら、私がお相手しましょうか,相手しようか？,席,中座
こちらの席が空いております。差し支えなければこちらにお移りになるのはいかがでしょうか,席が空いていますから、こちらに移られたらいかが？,この席空いてますよ。こちらにどうですか？,ここくれば？開いてるよ,席,中座
いかがでしょう。こちらにお移りになりませんか？,こちらにお移りになりませんか？,こちらの席に来ませんか？,ここに来る？,席,中座
窓際の明るい席をご用意しましょうか,机を明るい窓際にお移ししましょうか？,明るい窓際に机を移しましょうか？,机、こっちの明るい窓際にしようか？,席,中座
おくつろぎでいらっしゃるところ、大変失礼します。,おくつろぎのところ、失礼いたします。,くつろいでいるところすみません。,ゆっくりしてるところごめんね？,席,中座
私のような者が入ってよろしいですか？,私みたいな者がおじゃまして、いいんですか？,私のような者が入ってよいですか？,私が入ってもいいの？,席,中座
私では場違いでしょうが、そこは雰囲気づくりということでご勘弁ください。,私、おじゃま虫かしら？でも可愛いからいいでしょ？,お邪魔ですか？まあ、あだ花ってことでご容赦ください,ごめん、邪魔だよね。かわいいからゆるしてくれるよね？,席,中座
ご歓談中のところ、失礼いたします。,お話し中、失礼いたします。,お話し中に、失礼します。,お話し中にごめんね。,席,中座
お待たせして申し訳ございません。/お待たせしました。,お待たせしてすみません。/お待たせしました。,お待たせしてすみません。/お待たせしました。,待たせてごめんね。/お待たせ。,席,中座
申し訳ありません。少しお待ちいただいてよろしいでしょうか。,ごめんなさい、ちょっとお待ちになってね,ごめんなさい。もう少しお待ちください。,ごめんね。ちょっと待っててね。,席,中座
失礼ですが、ご相席してもよろしいでしょうか？,こちら、ご相席よろしいでしょうか。/ご相席、構いません？,こちらご相席してもいいですか？,相席してもいい？,席,中座
こちらの席でご一緒させていただいてもよろしいですか？,こちらにご一緒してよろしいかしら？,この席でご一緒していいですか？,ここ、混ざっていい？,席,中座
申し訳ありませんが、少々席を外させていただきます。,ちょっと失礼いたします。,すみません、少し席を外します。,ちょっと外すけどいい？,席,中座
失礼ですが、ソースを取っていただけないでしょうか,すみませんが、おソースを取っていただけませんか？,すみません、ソースを回してもらえませんか？,そこのソース取ってもらっていい？,席,中座
失礼します。少しそちら側に席を詰めていただくことはできますでしょうか？,ちょっとごめんください。もう少し席を詰めていただけませんか？,すみません。席を詰めていただけませんか？,ごめん、ちょっと席詰めてもらっていい？,席,中座
